0.0367483296213808,0.00779510022271715,0.0155902004454343,0.0022271714922049,0.00111358574610245
0.099109131403118,0.0267260579064588,0.106904231625835,0.044543429844098,0.0144766146993318
0.0723830734966592,0.05456570155902,0.135857461024499,0.119153674832962,0.044543429844098
0.0211581291759465,0.010022271714922,0.0423162583518931,0.0723830734966592,0.0501113585746102
0.0022271714922049,0.0022271714922049,0.0044543429844098,0.00556792873051225,0.00779510022271715
0,0,0,0,0
0.00216216216216216,0.00432432432432432,0.00972972972972973,0.00432432432432432,0.00540540540540541
0.229189189189189,0.0951351351351351,0.290810810810811,0.24,0.116756756756757
0.00108108108108108,0,0.00108108108108108,0,0
0,0,0,0,0
0.00889877641824249,0.00333704115684093,0.00667408231368187,0.00111234705228031,0
0.0756395995550612,0.0200222469410456,0.103448275862069,0.032258064516129,0.0233592880978865
0.130144605116796,0.0723025583982202,0.162402669632925,0.171301446051168,0.0689655172413793
0.0166852057842047,0.00556173526140156,0.0333704115684093,0.03559510567297,0.0211345939933259
0,0,0,0.00333704115684093,0.00444938820912125
0,0,0,0,0
0.134054054054054,0.0335135135135135,0.0518918918918919,0.0432432432432432,0.012972972972973
0.08,0.0594594594594595,0.222702702702703,0.172972972972973,0.0648648648648649
0.0183783783783784,0.00648648648648649,0.027027027027027,0.0281081081081081,0.0443243243243243
0,0,0,0,0
0,0,0,0,0
0.0854978354978355,0.0205627705627706,0.109307359307359,0.0367965367965368,0.025974025974026
0.147186147186147,0.079004329004329,0.191558441558442,0.207792207792208,0.0963203463203463
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0681081081081081,0.0248648648648649,0.0745945945945946,0.0410810810810811,0.012972972972973
0.143783783783784,0.067027027027027,0.205405405405405,0.181621621621622,0.0897297297297297
0.0205405405405405,0.00756756756756757,0.0216216216216216,0.0216216216216216,0.0194594594594595
0,0,0,0,0
